Date,Month,Product,Product Family,Quarter,Region EN,Select level,Territory EN,Year,Arrow up and down,CY Patients,"CY to PY, %","CY to PY, % negative (for tooltip)","CY to PY, % positive (for tooltip)",Diagnosed Patients,Number of Records,PY Patients
12/01/2020,1,Prd21,FAM8,1,Volga,FAM8,Mordovia Republic,2020,↓,1,0,,,1,1,1
13/01/2020,1,Prd21,FAM8,1,Volga,FAM8,Mordovia Republic,2020,↓,1,0,,,1,1,1
16/01/2020,1,Prd21,FAM8,1,Volga,FAM8,Mordovia Republic,2020,↓,1,0,,,1,1,1
13/01/2020,1,Prd21,FAM8,1,Volga,FAM8,Nizhny Novgorod Oblast,2020,↓,1,0,,,1,1,1
28/01/2020,1,Prd21,FAM8,1,Volga,FAM8,Penza Oblast,2020,↓,1,0,,,1,1,1
09/01/2020,1,Prd21,FAM8,1,Volga,FAM8,Perm Oblast,2020,↓,1,0,,,1,1,1
10/01/2020,1,Prd21,FAM8,1,Volga,FAM8,Perm Oblast,2020,↓,1,0,,,1,1,1
14/01/2020,1,Prd21,FAM8,1,Volga,FAM8,Samara Oblast,2020,↓,1,0,,,1,1,1
23/01/2020,1,Prd21,FAM8,1,Volga,FAM8,Saratov Oblast,2020,↓,1,0,,,1,1,1
09/01/2020,1,Prd21,FAM8,1,Volga,FAM8,Ulyanovsk Oblast,2020,↓,1,0,,,1,1,1
10/01/2020,1,Prd21,FAM8,1,Volga,FAM8,Ulyanovsk Oblast,2020,↓,1,0,,,1,1,1
09/01/2020,1,Prd21,FAM8,1,Volga,FAM8,Tatarstan Republic,2020,↓,2,0,,,2,1,2
20/01/2020,1,Prd21,FAM8,1,Volga,FAM8,Saratov Oblast,2020,↓,3,0,,,3,1,3
10/01/2020,1,Prd21,FAM8,1,Volga,FAM8,Tatarstan Republic,2020,↓,3,0,,,3,1,3
09/02/2020,2,Prd21,FAM8,1,Volga,FAM8,Nizhny Novgorod Oblast,2020,↓,1,0,,,1,1,1
11/02/2020,2,Prd21,FAM8,1,Volga,FAM8,Penza Oblast,2020,↓,1,0,,,1,1,1
05/02/2020,2,Prd21,FAM8,1,Volga,FAM8,Perm Oblast,2020,↓,1,0,,,1,1,1
17/02/2020,2,Prd21,FAM8,1,Volga,FAM8,Samara Oblast,2020,↓,1,0,,,1,1,1
04/02/2020,2,Prd21,FAM8,1,Volga,FAM8,Tatarstan Republic,2020,↓,1,0,,,1,1,1
07/02/2020,2,Prd21,FAM8,1,Volga,FAM8,Tatarstan Republic,2020,↓,1,0,,,1,1,1
10/02/2020,2,Prd21,FAM8,1,Volga,FAM8,Ulyanovsk Oblast,2020,↓,1,0,,,1,1,1
11/02/2020,2,Prd21,FAM8,1,Volga,FAM8,Ulyanovsk Oblast,2020,↓,1,0,,,1,1,1
12/02/2020,2,Prd21,FAM8,1,Volga,FAM8,Ulyanovsk Oblast,2020,↓,1,0,,,1,1,1
13/02/2020,2,Prd21,FAM8,1,Volga,FAM8,Ulyanovsk Oblast,2020,↓,1,0,,,1,1,1
18/02/2020,2,Prd21,FAM8,1,Volga,FAM8,Samara Oblast,2020,↓,2,0,,,2,1,2
10/02/2020,2,Prd21,FAM8,1,Volga,FAM8,Tatarstan Republic,2020,↓,2,0,,,2,1,2
25/02/2020,2,Prd21,FAM8,1,Volga,FAM8,Samara Oblast,2020,↓,3,0,,,3,1,3
11/03/2020,3,Prd21,FAM8,1,Volga,FAM8,Bashkortostan Republic,2020,↓,1,0,,,1,1,1
17/03/2020,3,Prd21,FAM8,1,Volga,FAM8,Bashkortostan Republic,2020,↓,1,0,,,1,1,1
18/03/2020,3,Prd21,FAM8,1,Volga,FAM8,Bashkortostan Republic,2020,↓,1,0,,,1,1,1
23/03/2020,3,Prd21,FAM8,1,Volga,FAM8,Bashkortostan Republic,2020,↓,1,0,,,1,1,1
04/03/2020,3,Prd21,FAM8,1,Volga,FAM8,Mari El Republic,2020,↓,1,0,,,1,1,1
04/03/2020,3,Prd21,FAM8,1,Volga,FAM8,Orenburg Oblast,2020,↓,1,0,,,1,1,1
19/03/2020,3,Prd21,FAM8,1,Volga,FAM8,Orenburg Oblast,2020,↓,1,0,,,1,1,1
02/03/2020,3,Prd21,FAM8,1,Volga,FAM8,Penza Oblast,2020,↓,1,0,,,1,1,1
03/03/2020,3,Prd21,FAM8,1,Volga,FAM8,Perm Oblast,2020,↓,1,0,,,1,1,1
18/03/2020,3,Prd21,FAM8,1,Volga,FAM8,Perm Oblast,2020,↓,1,0,,,1,1,1
16/03/2020,3,Prd21,FAM8,1,Volga,FAM8,Tatarstan Republic,2020,↓,1,0,,,1,1,1
04/03/2020,3,Prd21,FAM8,1,Volga,FAM8,Udmurt Republic,2020,↓,1,0,,,1,1,1
11/03/2020,3,Prd21,FAM8,1,Volga,FAM8,Udmurt Republic,2020,↓,1,0,,,1,1,1
16/03/2020,3,Prd21,FAM8,1,Volga,FAM8,Ulyanovsk Oblast,2020,↓,1,0,,,1,1,1
13/03/2020,3,Prd21,FAM8,1,Volga,FAM8,Tatarstan Republic,2020,↓,2,0,,,2,1,2
06/04/2020,4,Prd20,FAM1,2,Central,FAM1,Belgorod Oblast,2020,↓,1,0,,,1,1,1
11/04/2020,4,Prd20,FAM1,2,Central,FAM1,Tver Oblast,2020,↓,1,0,,,1,1,1
17/05/2020,5,Prd20,FAM1,2,Central,FAM1,Vladimir Oblast,2020,↓,1,0,,,1,1,1
22/06/2020,6,Prd20,FAM1,2,Central,FAM1,Tver Oblast,2020,↓,1,0,,,1,1,1
03/05/2020,5,Prd20,FAM1,2,North-West,FAM1,Saint Petersburg,2020,↓,1,0,,,1,1,1
14/04/2020,4,Prd20,FAM1,2,Southern,FAM1,Karachay-Cherkess Republic,2020,↓,1,0,,,1,1,1
10/05/2020,5,Prd20,FAM1,2,Southern,FAM1,Rostov Oblast,2020,↓,1,0,,,1,1,1
31/05/2020,5,Prd20,FAM1,2,Southern,FAM1,Kabardino-Balkar Republic,2020,↓,4,0,,,4,1,4
30/06/2020,6,Prd20,FAM1,2,Southern,FAM1,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
16/06/2020,6,Prd20,FAM1,2,Southern,FAM1,Rostov Oblast,2020,↓,1,0,,,1,1,1
23/06/2020,6,Prd20,FAM1,2,Southern,FAM1,Rostov Oblast,2020,↓,1,0,,,1,1,1
11/05/2020,5,Prd20,FAM1,2,Ural & W.Siberia,FAM1,Altai Oblast,2020,↓,1,0,,,1,1,1
27/05/2020,5,Prd20,FAM1,2,Ural & W.Siberia,FAM1,Tyumen Oblast,2020,↓,1,0,,,1,1,1
27/05/2020,5,Prd20,FAM10,2,E.Siberia & Far East,FAM10,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
31/05/2020,5,Prd20,FAM10,2,Moscow,FAM10,Moscow,2020,↓,1,0,,,1,1,1
15/06/2020,6,Prd20,FAM10,2,Volga,FAM10,Orenburg Oblast,2020,↓,1,0,,,1,1,1
04/04/2020,4,Prd63,FAM26,2,Southern,FAM26,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
05/04/2020,4,Prd63,FAM26,2,Southern,FAM26,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
12/04/2020,4,Prd63,FAM26,2,Southern,FAM26,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
15/04/2020,4,Prd63,FAM26,2,Southern,FAM26,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
19/04/2020,4,Prd63,FAM26,2,Southern,FAM26,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
21/04/2020,4,Prd63,FAM26,2,Southern,FAM26,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
26/04/2020,4,Prd63,FAM26,2,Southern,FAM26,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
10/04/2020,4,Prd63,FAM26,2,Southern,FAM26,Rostov Oblast,2020,↓,1,0,,,1,1,1
22/04/2020,4,Prd63,FAM26,2,Southern,FAM26,Rostov Oblast,2020,↓,1,0,,,1,1,1
23/04/2020,4,Prd63,FAM26,2,Southern,FAM26,Stavropol Oblast,2020,↓,1,0,,,1,1,1
13/05/2020,5,Prd63,FAM26,2,Southern,FAM26,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
25/05/2020,5,Prd63,FAM26,2,Southern,FAM26,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
14/05/2020,5,Prd63,FAM26,2,Southern,FAM26,Rostov Oblast,2020,↓,1,0,,,1,1,1
18/05/2020,5,Prd63,FAM26,2,Southern,FAM26,Rostov Oblast,2020,↓,1,0,,,1,1,1
22/05/2020,5,Prd63,FAM26,2,Southern,FAM26,Rostov Oblast,2020,↓,1,0,,,1,1,1
26/05/2020,5,Prd63,FAM26,2,Southern,FAM26,Rostov Oblast,2020,↓,1,0,,,1,1,1
22/05/2020,5,Prd63,FAM26,2,Southern,FAM26,Sevastopol,2020,↓,1,0,,,1,1,1
02/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
10/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
14/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
09/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Rostov Oblast,2020,↓,1,0,,,1,1,1
22/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Rostov Oblast,2020,↓,1,0,,,1,1,1
22/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Sevastopol,2020,↓,1,0,,,1,1,1
23/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Sevastopol,2020,↓,1,0,,,1,1,1
22/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Stavropol Oblast,2020,↓,1,0,,,1,1,1
23/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Rostov Oblast,2020,↓,2,0,,,2,1,2
01/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Volgograd Oblast,2020,↓,4,0,,,4,1,4
12/04/2020,4,Prd63,FAM26,2,Ural & W.Siberia,FAM26,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
14/04/2020,4,Prd63,FAM26,2,Ural & W.Siberia,FAM26,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
15/04/2020,4,Prd63,FAM26,2,Ural & W.Siberia,FAM26,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
16/04/2020,4,Prd63,FAM26,2,Ural & W.Siberia,FAM26,Tomsk Oblast,2020,↓,1,0,,,1,1,1
22/04/2020,4,Prd63,FAM26,2,Ural & W.Siberia,FAM26,Tomsk Oblast,2020,↓,1,0,,,1,1,1
21/04/2020,4,Prd63,FAM26,2,Ural & W.Siberia,FAM26,Khanty-Mansi Autonomous Okrug,2020,↓,2,0,,,2,1,2
09/05/2020,5,Prd63,FAM26,2,Ural & W.Siberia,FAM26,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
27/05/2020,5,Prd63,FAM26,2,Ural & W.Siberia,FAM26,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
25/05/2020,5,Prd63,FAM26,2,Ural & W.Siberia,FAM26,Tomsk Oblast,2020,↓,1,0,,,1,1,1
24/05/2020,5,Prd63,FAM26,2,Ural & W.Siberia,FAM26,Tyumen Oblast,2020,↓,1,0,,,1,1,1
28/05/2020,5,Prd63,FAM26,2,Ural & W.Siberia,FAM26,Yamalo-Nenets Autonomous Okrug,2020,↓,2,0,,,2,1,2
28/06/2020,6,Prd63,FAM26,2,Ural & W.Siberia,FAM26,Tyumen Oblast,2020,↓,1,0,,,1,1,1
29/06/2020,6,Prd63,FAM26,2,Ural & W.Siberia,FAM26,Tyumen Oblast,2020,↓,1,0,,,1,1,1
22/04/2020,4,Prd63,FAM26,2,Volga,FAM26,Nizhny Novgorod Oblast,2020,↓,1,0,,,1,1,1
23/04/2020,4,Prd63,FAM26,2,Volga,FAM26,Nizhny Novgorod Oblast,2020,↓,1,0,,,1,1,1
01/04/2020,4,Prd63,FAM26,2,Volga,FAM26,Tatarstan Republic,2020,↓,1,0,,,1,1,1
15/04/2020,4,Prd63,FAM26,2,Volga,FAM26,Tatarstan Republic,2020,↓,1,0,,,1,1,1
18/05/2020,5,Prd63,FAM26,2,Volga,FAM26,Nizhny Novgorod Oblast,2020,↓,1,0,,,1,1,1
25/05/2020,5,Prd63,FAM26,2,Volga,FAM26,Nizhny Novgorod Oblast,2020,↓,1,0,,,1,1,1
26/05/2020,5,Prd63,FAM26,2,Volga,FAM26,Nizhny Novgorod Oblast,2020,↓,1,0,,,1,1,1
31/05/2020,5,Prd63,FAM26,2,Volga,FAM26,Nizhny Novgorod Oblast,2020,↓,1,0,,,1,1,1
12/05/2020,5,Prd63,FAM26,2,Volga,FAM26,Perm Oblast,2020,↓,1,0,,,1,1,1
26/05/2020,5,Prd63,FAM26,2,Volga,FAM26,Perm Oblast,2020,↓,1,0,,,1,1,1
12/05/2020,5,Prd63,FAM26,2,Volga,FAM26,Tatarstan Republic,2020,↓,1,0,,,1,1,1
19/05/2020,5,Prd63,FAM26,2,Volga,FAM26,Tatarstan Republic,2020,↓,1,0,,,1,1,1
13/05/2020,5,Prd63,FAM26,2,Volga,FAM26,Nizhny Novgorod Oblast,2020,↓,2,0,,,2,1,2
19/05/2020,5,Prd63,FAM26,2,Volga,FAM26,Perm Oblast,2020,↓,2,0,,,2,1,2
11/06/2020,6,Prd63,FAM26,2,Volga,FAM26,Kirov Oblast,2020,↓,1,0,,,1,1,1
11/06/2020,6,Prd63,FAM26,2,Volga,FAM26,Nizhny Novgorod Oblast,2020,↓,1,0,,,1,1,1
17/06/2020,6,Prd63,FAM26,2,Volga,FAM26,Nizhny Novgorod Oblast,2020,↓,1,0,,,1,1,1
23/06/2020,6,Prd63,FAM26,2,Volga,FAM26,Perm Oblast,2020,↓,1,0,,,1,1,1
29/06/2020,6,Prd63,FAM26,2,Volga,FAM26,Tatarstan Republic,2020,↓,1,0,,,1,1,1
02/06/2020,6,Prd63,FAM26,2,Volga,FAM26,Udmurt Republic,2020,↓,1,0,,,1,1,1
03/06/2020,6,Prd63,FAM26,2,Volga,FAM26,Udmurt Republic,2020,↓,1,0,,,1,1,1
04/06/2020,6,Prd63,FAM26,2,Volga,FAM26,Udmurt Republic,2020,↓,1,0,,,1,1,1
16/06/2020,6,Prd63,FAM26,2,Volga,FAM26,Udmurt Republic,2020,↓,1,0,,,1,1,1
30/06/2020,6,Prd63,FAM26,2,Volga,FAM26,Penza Oblast,2020,↓,2,0,,,2,1,2
30/06/2020,6,Prd63,FAM26,2,Volga,FAM26,Saratov Oblast,2020,↓,2,0,,,2,1,2
30/06/2020,6,Prd62,FAM27,2,Central,FAM27,Tambov Oblast,2020,↓,1,0,,,1,1,1
12/05/2020,5,Prd59,FAM27,2,E.Siberia & Far East,FAM27,Khakassia,2020,↓,1,0,,,1,1,1
17/06/2020,6,Prd59,FAM27,2,E.Siberia & Far East,FAM27,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
30/06/2020,6,Prd59,FAM27,2,E.Siberia & Far East,FAM27,Primorsky Oblast,2020,↓,1,0,,,1,1,1
30/06/2020,6,Prd60,FAM27,2,E.Siberia & Far East,FAM27,Khabarovsk Oblast,2020,↓,1,0,,,1,1,1
30/06/2020,6,Prd61,FAM27,2,E.Siberia & Far East,FAM27,Khabarovsk Oblast,2020,↓,1,0,,,1,1,1
15/05/2020,5,Prd62,FAM27,2,E.Siberia & Far East,FAM27,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
26/05/2020,5,Prd62,FAM27,2,E.Siberia & Far East,FAM27,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
25/05/2020,5,Prd62,FAM27,2,E.Siberia & Far East,FAM27,Sakha Republic,2020,↓,1,0,,,1,1,1
30/06/2020,6,Prd62,FAM27,2,E.Siberia & Far East,FAM27,Kamchatka Oblast,2020,↓,1,0,,,1,1,1
03/06/2020,6,Prd62,FAM27,2,E.Siberia & Far East,FAM27,Khakassia,2020,↓,1,0,,,1,1,1
24/06/2020,6,Prd62,FAM27,2,E.Siberia & Far East,FAM27,Khakassia,2020,↓,1,0,,,1,1,1
16/06/2020,6,Prd62,FAM27,2,E.Siberia & Far East,FAM27,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
25/06/2020,6,Prd62,FAM27,2,E.Siberia & Far East,FAM27,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
29/06/2020,6,Prd62,FAM27,2,E.Siberia & Far East,FAM27,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
15/06/2020,6,Prd62,FAM27,2,E.Siberia & Far East,FAM27,Novosibirsk Oblast,2020,↓,1,0,,,1,1,1
28/06/2020,6,Prd62,FAM27,2,E.Siberia & Far East,FAM27,Novosibirsk Oblast,2020,↓,1,0,,,1,1,1
01/06/2020,6,Prd62,FAM27,2,E.Siberia & Far East,FAM27,Sakha Republic,2020,↓,1,0,,,1,1,1
22/06/2020,6,Prd62,FAM27,2,E.Siberia & Far East,FAM27,Sakha Republic,2020,↓,1,0,,,1,1,1
30/06/2020,6,Prd62,FAM27,2,E.Siberia & Far East,FAM27,Sakhalin Oblast,2020,↓,1,0,,,1,1,1
30/06/2020,6,Prd62,FAM27,2,E.Siberia & Far East,FAM27,Amur Oblast,2020,↓,2,0,,,2,1,2
30/06/2020,6,Prd62,FAM27,2,E.Siberia & Far East,FAM27,Primorsky Oblast,2020,↓,2,0,,,2,1,2
30/06/2020,6,Prd63,FAM27,2,E.Siberia & Far East,FAM27,Kamchatka Oblast,2020,↓,1,0,,,1,1,1
03/06/2020,6,Prd63,FAM27,2,E.Siberia & Far East,FAM27,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
26/06/2020,6,Prd63,FAM27,2,E.Siberia & Far East,FAM27,Krasnoyarsk Oblast,2020,↓,1,0,,,1,1,1
07/06/2020,6,Prd63,FAM27,2,E.Siberia & Far East,FAM27,Novosibirsk Oblast,2020,↓,1,0,,,1,1,1
30/06/2020,6,Prd63,FAM27,2,E.Siberia & Far East,FAM27,Primorsky Oblast,2020,↓,1,0,,,1,1,1
01/05/2020,5,Prd59,FAM27,2,Moscow,FAM27,Moscow,2020,↓,3,0,,,3,1,3
30/06/2020,6,Prd59,FAM27,2,Moscow,FAM27,Moscow,2020,↓,1,0,,,1,1,1
01/05/2020,5,Prd60,FAM27,2,Moscow,FAM27,Moscow,2020,↓,3,0,,,3,1,3
31/05/2020,5,Prd61,FAM27,2,Moscow,FAM27,Moscow,2020,↓,1,0,,,1,1,1
31/05/2020,5,Prd62,FAM27,2,Moscow,FAM27,Moscow,2020,↓,2,0,,,2,1,2
01/05/2020,5,Prd62,FAM27,2,Moscow,FAM27,Moscow,2020,↓,9,0,,,9,1,9
01/06/2020,6,Prd62,FAM27,2,Moscow,FAM27,Moscow,2020,↓,5,0,,,5,1,5
30/06/2020,6,Prd62,FAM27,2,Moscow,FAM27,Moscow,2020,↓,5,0,,,5,1,5
01/05/2020,5,Prd63,FAM27,2,Moscow,FAM27,Moscow,2020,↓,4,0,,,4,1,4
01/06/2020,6,Prd57,FAM27,2,Moscow Region,FAM27,Moscow Region,2020,↓,1,0,,,1,1,1
01/06/2020,6,Prd59,FAM27,2,Moscow Region,FAM27,Moscow Region,2020,↓,2,0,,,2,1,2
30/06/2020,6,Prd59,FAM27,2,Moscow Region,FAM27,Moscow Region,2020,↓,2,0,,,2,1,2
01/06/2020,6,Prd62,FAM27,2,Moscow Region,FAM27,Moscow Region,2020,↓,1,0,,,1,1,1
04/06/2020,6,Prd62,FAM27,2,Moscow Region,FAM27,Moscow Region,2020,↓,1,0,,,1,1,1
08/06/2020,6,Prd62,FAM27,2,Moscow Region,FAM27,Moscow Region,2020,↓,1,0,,,1,1,1
30/06/2020,6,Prd62,FAM27,2,Moscow Region,FAM27,Moscow Region,2020,↓,1,0,,,1,1,1
03/06/2020,6,Prd62,FAM27,2,Moscow Region,FAM27,Moscow Region,2020,↓,2,0,,,2,1,2
18/05/2020,5,Prd62,FAM27,2,North-West,FAM27,Murmansk Oblast,2020,↓,1,0,,,1,1,1
10/06/2020,6,Prd62,FAM27,2,North-West,FAM27,Arkhangelsk Oblast,2020,↓,1,0,,,1,1,1
11/06/2020,6,Prd62,FAM27,2,North-West,FAM27,Arkhangelsk Oblast,2020,↓,1,0,,,1,1,1
21/04/2020,4,Prd63,FAM27,2,North-West,FAM27,Murmansk Oblast,2020,↓,1,0,,,1,1,1
08/06/2020,6,Prd63,FAM27,2,North-West,FAM27,Murmansk Oblast,2020,↓,1,0,,,1,1,1
15/06/2020,6,Prd63,FAM27,2,North-West,FAM27,Saint Petersburg,2020,↓,1,0,,,1,1,1
22/05/2020,5,Prd57,FAM27,2,Southern,FAM27,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
25/05/2020,5,Prd57,FAM27,2,Southern,FAM27,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
01/05/2020,5,Prd59,FAM27,2,Southern,FAM27,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
12/05/2020,5,Prd59,FAM27,2,Southern,FAM27,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
14/04/2020,4,Prd62,FAM27,2,Southern,FAM27,Krasnodar Oblast,2020,↓,1,0,,,1,1,1
18/05/2020,5,Prd62,FAM27,2,Southern,FAM27,Adygea Republic,2020,↓,1,0,,,1,1,1
30/06/2020,6,Prd62,FAM27,2,Southern,FAM27,Dagestan Republic,2020,↓,1,0,,,1,1,1
16/04/2020,4,Prd60,FAM27,2,Ural & W.Siberia,FAM27,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
28/04/2020,4,Prd60,FAM27,2,Ural & W.Siberia,FAM27,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
13/05/2020,5,Prd60,FAM27,2,Ural & W.Siberia,FAM27,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
25/05/2020,5,Prd60,FAM27,2,Ural & W.Siberia,FAM27,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
12/04/2020,4,Prd62,FAM27,2,Ural & W.Siberia,FAM27,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
14/04/2020,4,Prd62,FAM27,2,Ural & W.Siberia,FAM27,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
15/04/2020,4,Prd62,FAM27,2,Ural & W.Siberia,FAM27,Sverdlovsk Oblast,2020,↓,1,0,,,1,1,1
14/04/2020,4,Prd62,FAM27,2,Ural & W.Siberia,FAM27,Sverdlovsk Oblast,2020,↓,3,0,,,3,1,3
12/05/2020,5,Prd62,FAM27,2,Ural & W.Siberia,FAM27,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
13/05/2020,5,Prd62,FAM27,2,Ural & W.Siberia,FAM27,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
14/05/2020,5,Prd62,FAM27,2,Ural & W.Siberia,FAM27,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
18/05/2020,5,Prd62,FAM27,2,Ural & W.Siberia,FAM27,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
25/05/2020,5,Prd62,FAM27,2,Ural & W.Siberia,FAM27,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
27/05/2020,5,Prd62,FAM27,2,Ural & W.Siberia,FAM27,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
04/05/2020,5,Prd62,FAM27,2,Ural & W.Siberia,FAM27,Sverdlovsk Oblast,2020,↓,1,0,,,1,1,1
13/05/2020,5,Prd62,FAM27,2,Ural & W.Siberia,FAM27,Sverdlovsk Oblast,2020,↓,1,0,,,1,1,1
18/05/2020,5,Prd62,FAM27,2,Ural & W.Siberia,FAM27,Sverdlovsk Oblast,2020,↓,1,0,,,1,1,1
17/06/2020,6,Prd62,FAM27,2,Ural & W.Siberia,FAM27,Sverdlovsk Oblast,2020,↓,1,0,,,1,1,1
16/06/2020,6,Prd62,FAM27,2,Ural & W.Siberia,FAM27,Chelyabinsk Oblast,2020,↓,2,0,,,2,1,2
13/04/2020,4,Prd63,FAM27,2,Ural & W.Siberia,FAM27,Chelyabinsk Oblast,2020,↓,2,0,,,2,1,2
19/05/2020,5,Prd63,FAM27,2,Ural & W.Siberia,FAM27,Chelyabinsk Oblast,2020,↓,1,0,,,1,1,1
28/06/2020,6,Prd63,FAM27,2,Ural & W.Siberia,FAM27,Omsk Oblast,2020,↓,1,0,,,1,1,1
12/05/2020,5,Prd57,FAM27,2,Volga,FAM27,Tatarstan Republic,2020,↓,1,0,,,1,1,1
22/05/2020,5,Prd57,FAM27,2,Volga,FAM27,Udmurt Republic,2020,↓,1,0,,,1,1,1
01/06/2020,6,Prd58,FAM27,2,Volga,FAM27,Bashkortostan Republic,2020,↓,1,0,,,1,1,1
14/06/2020,6,Prd58,FAM27,2,Volga,FAM27,Udmurt Republic,2020,↓,1,0,,,1,1,1
22/06/2020,6,Prd58,FAM27,2,Volga,FAM27,Udmurt Republic,2020,↓,1,0,,,1,1,1
01/04/2020,4,Prd59,FAM27,2,Volga,FAM27,Perm Oblast,2020,↓,1,0,,,1,1,1
15/04/2020,4,Prd59,FAM27,2,Volga,FAM27,Tatarstan Republic,2020,↓,1,0,,,1,1,1
29/06/2020,6,Prd59,FAM27,2,Volga,FAM27,Perm Oblast,2020,↓,1,0,,,1,1,1
01/06/2020,6,Prd59,FAM27,2,Volga,FAM27,Ulyanovsk Oblast,2020,↓,1,0,,,1,1,1
19/05/2020,5,Prd60,FAM27,2,Volga,FAM27,Tatarstan Republic,2020,↓,1,0,,,1,1,1
14/04/2020,4,Prd62,FAM27,2,Volga,FAM27,Tatarstan Republic,2020,↓,1,0,,,1,1,1
15/04/2020,4,Prd62,FAM27,2,Volga,FAM27,Tatarstan Republic,2020,↓,1,0,,,1,1,1
15/04/2020,4,Prd62,FAM27,2,Volga,FAM27,Udmurt Republic,2020,↓,1,0,,,1,1,1
24/05/2020,5,Prd62,FAM27,2,Volga,FAM27,Mordovia Republic,2020,↓,1,0,,,1,1,1
26/05/2020,5,Prd62,FAM27,2,Volga,FAM27,Mordovia Republic,2020,↓,1,0,,,1,1,1
30/05/2020,5,Prd62,FAM27,2,Volga,FAM27,Mordovia Republic,2020,↓,1,0,,,1,1,1
19/05/2020,5,Prd62,FAM27,2,Volga,FAM27,Orenburg Oblast,2020,↓,1,0,,,1,1,1
20/05/2020,5,Prd62,FAM27,2,Volga,FAM27,Orenburg Oblast,2020,↓,1,0,,,1,1,1
21/05/2020,5,Prd62,FAM27,2,Volga,FAM27,Orenburg Oblast,2020,↓,1,0,,,1,1,1
25/05/2020,5,Prd62,FAM27,2,Volga,FAM27,Orenburg Oblast,2020,↓,1,0,,,1,1,1
26/05/2020,5,Prd62,FAM27,2,Volga,FAM27,Orenburg Oblast,2020,↓,1,0,,,1,1,1
11/05/2020,5,Prd62,FAM27,2,Volga,FAM27,Tatarstan Republic,2020,↓,1,0,,,1,1,1
17/05/2020,5,Prd62,FAM27,2,Volga,FAM27,Tatarstan Republic,2020,↓,1,0,,,1,1,1
19/05/2020,5,Prd62,FAM27,2,Volga,FAM27,Tatarstan Republic,2020,↓,1,0,,,1,1,1
06/05/2020,5,Prd62,FAM27,2,Volga,FAM27,Udmurt Republic,2020,↓,1,0,,,1,1,1
25/05/2020,5,Prd62,FAM27,2,Volga,FAM27,Bashkortostan Republic,2020,↓,2,0,,,2,1,2
07/05/2020,5,Prd62,FAM27,2,Volga,FAM27,Udmurt Republic,2020,↓,2,0,,,2,1,2
